"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-01-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"7052","충청남도 천안시 서북구 차암동","543","0543","0000","e편한세상스마일시티2차","84.8735","202201","21","40,000","-","12","-","-","2016","스마일시티2로 2","-","중개거래","충남 천안서북구","-"
"7053","충청남도 천안시 서북구 차암동","543","0543","0000","e편한세상스마일시티2차","59.9819","202201","21","31,000","-","15","-","-","2016","스마일시티2로 2","-","중개거래","충남 천안서북구","-"
"7054","경기도 오산시 은계동","117","0117","0000","리버빌","84.1100","202201","21","31,300","-","14","-","-","2004","은여울로 29","-","중개거래","경기 오산시","-"
"7055","경기도 평택시 지산동","1028-1","1028","0001","장미","49.9500","202201","21","12,500","-","5","-","-","1994","지산로37번길 10","-","중개거래","경기 평택시","-"
"7056","대전광역시 대덕구 석봉동","313-1","0313","0001","한밭","59.9400","202201","21","11,400","-","11","-","-","1995","석봉로58번안길 82","-","중개거래","대전 대덕구","-"
"7057","충청남도 천안시 서북구 쌍용동","889","0889","0000","대우타워","59.7600","202201","21","16,900","-","13","-","-","1994","미라15길 24","-","중개거래","충남 천안동남구","-"
"7058","충청남도 천안시 서북구 쌍용동","1289","1289","0000","주공7단지3차","59.8500","202201","21","15,000","-","13","-","-","1995","쌍용11길 58","-","중개거래","충남 천안서북구","-"
"7059","울산광역시 중구 우정동","218-2","0218","0002","우정코아루웰메이드","84.9679","202201","21","45,400","-","18","-","-","2019","당산2길 25","-","중개거래","울산 중구","-"
"7060","울산광역시 중구 성안동","858-1","0858","0001","성안금호타운","84.9750","202201","21","25,400","-","11","-","-","1998","함월5길 35","-","중개거래","울산 중구","-"
"7061","울산광역시 중구 다운동","768","0768","0000","다운","39.9900","202201","21","6,400","-","1","-","-","1992","다운6길 16","-","중개거래","울산 중구","-"
"7062","울산광역시 중구 남외동","6-2","0006","0002","삼익세라믹201","70.3500","202201","21","11,400","-","9","-","-","1991","병영성4길 45","-","중개거래","울산 중구","-"
"7063","울산광역시 중구 남외동","38-2","0038","0002","평화보라타운","41.2500","202201","21","17,900","-","1","-","-","1983","병영성길 16","-","중개거래","울산 중구","-"
"7064","경기도 의정부시 호원동","450-2","0450","0002","유원","101.6200","202201","21","48,000","-","9","-","-","1996","평화로244번길 25","-","중개거래","경기 의정부시","-"
"7065","경기도 성남시 중원구 여수동","602","0602","0000","산들마을2단지","51.9300","202201","21","76,900","-","4","-","-","2015","여수울로 51","-","중개거래","경기 성남분당구","-"
"7066","충청남도 아산시 장존동","305","0305","0000","청솔","59.9880","202201","21","8,600","-","2","-","-","2004","외암로 1247","-","중개거래","충남 아산시","-"
"7067","충청남도 천안시 서북구 성환읍 성환리","356-19","0356","0019","조양","59.4000","202201","21","12,500","-","4","-","-","1985","성환10길 3-4","-","직거래","-","-"
"7068","경기도 남양주시 와부읍 도곡리","1012","1012","0000","한강우성","134.9520","202201","21","62,000","-","1","-","-","1998","덕소로 270","-","중개거래","경기 남양주시","-"
"7069","경기도 성남시 분당구 분당동","38","0038","0000","샛별마을(우방)","57.2800","202201","21","98,500","-","12","-","-","1994","수내로 181","-","중개거래","경기 성남시 분당구","-"
"7070","서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.3900","202201","21","60,000","-","5","-","-","1987","구일로4길 22","-","중개거래","서울 구로구","-"
"7071","서울특별시 구로구 신도림동","642","0642","0000","대림1","59.8800","202201","21","93,000","-","10","-","-","1999","신도림로 16","-","중개거래","서울 구로구","-"
"7072","경기도 남양주시 호평동","678","0678","0000","호평마을한라비발디","84.9810","202201","21","57,500","-","12","-","-","2005","늘을1로 270","-","중개거래","경기 남양주시","-"
"7073","경기도 의정부시 의정부동","184-3","0184","0003","의정부한원힐트리움-더테라스","17.1600","202201","21","9,000","-","4","-","-","2019","행복로 45","-","중개거래","경기 의정부시","-"
"7074","울산광역시 남구 삼산동","1498-4","1498","0004","팔레드상떼","159.2430","202201","21","51,300","-","7","-","-","2013","번영로 234","-","중개거래","울산 남구","-"
"7075","경기도 구리시 갈매동","626","0626","0000","갈매와이시티","84.9600","202201","21","77,000","-","22","-","-","2017","갈매중앙로 45","-","중개거래","경기 구리시","-"
"7076","울산광역시 동구 방어동","376-10","0376","0010","센트럴오션파크","84.5091","202201","21","28,300","-","16","-","-","2018","내진4길 11","-","중개거래","울산 동구","-"
"7077","서울특별시 도봉구 방학동","705-17","0705","0017","퍼스티안","13.6794","202201","21","9,000","-","10","-","-","2013","도봉로150가길 27","-","직거래","-","-"
"7078","울산광역시 동구 화정동","851-6","0851","0006","대하크리스탈","70.1700","202201","21","14,000","-","11","-","-","1993","양지5길 5","-","중개거래","울산 동구","-"
"7079","서울특별시 강서구 화곡동","957-1","0957","0001","근상프리즘(957-1)","82.6500","202201","21","46,500","-","2","-","-","2003","까치산로 152","-","중개거래","서울 강서구","-"
"7080","울산광역시 동구 전하동","618","0618","0000","한라한빛타운","59.9500","202201","21","18,500","-","18","-","-","1998","전하로 35","-","중개거래","울산 동구","-"
"7081","경기도 고양시 일산서구 주엽동","136","0136","0000","문촌마을13단지대우","74.4600","202201","21","53,000","-","17","-","-","1995","중앙로 1471","-","중개거래","경기 고양일산서구 경기 파주시","-"
"7082","경기도 고양시 일산서구 주엽동","128","0128","0000","문촌마을18단지대원","130.4400","202201","21","95,000","-","15","-","-","1995","주엽로 101","-","중개거래","경기 고양일산서구","-"
"7083","울산광역시 동구 동부동","350-1","0350","0001","아성오우션맨션","55.7100","202201","21","8,185","-","6","-","-","1992","남목13길 20","-","중개거래","울산 동구","-"
"7084","울산광역시 동구 동부동","341-2","0341","0002","일진B","40.9900","202201","21","3,900","-","2","-","-","1979","남목20길 40","-","중개거래","울산 동구","-"
"7085","울산광역시 동구 동부동","668-1","0668","0001","현대파크맨션","80.8750","202201","21","18,500","-","8","-","-","1991","남목21길 6","-","중개거래","울산 동구","-"
"7086","울산광역시 동구 동부동","668-1","0668","0001","현대파크맨션","75.1050","202201","21","13,600","-","1","-","-","1991","남목21길 6","-","중개거래","울산 동구","-"
"7087","경기도 고양시 일산서구 일산동","973-31","0973","0031","일산동문(3)","84.9600","202201","21","47,000","-","13","-","-","1997","고양대로 596","-","중개거래","경기 고양일산서구","-"
"7088","충청남도 천안시 서북구 직산읍 수헐리","16-1","0016","0001","직산부영","59.7600","202201","21","9,900","-","10","-","-","1998","천안대로 1718","-","중개거래","충남 천안서북구","-"
"7089","서울특별시 도봉구 방학동","705-17","0705","0017","퍼스티안","13.6794","202201","21","9,400","-","8","-","-","2013","도봉로150가길 27","-","중개거래","서울 도봉구","-"
"7090","울산광역시 북구 매곡동","966","0966","0000","매곡에듀파크에일린의뜰","84.9966","202201","21","50,500","-","19","-","-","2021","신천로 103","-","중개거래","울산 북구","-"
"7091","울산광역시 북구 매곡동","917","0917","0000","오토밸리로효성해링턴플레이스아파트","75.1760","202201","21","35,600","-","17","-","-","2016","신천로 105","-","중개거래","울산 북구","-"
"7092","울산광역시 북구 매곡동","966","0966","0000","매곡에듀파크에일린의뜰","59.9990","202201","21","30,000","-","9","-","-","2021","신천로 103","-","직거래","-","-"
"7093","서울특별시 양천구 신월동","1076","1076","0000","목동센트럴아이파크위브2단지","59.8800","202201","21","107,000","-","14","-","-","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"7094","서울특별시 양천구 신월동","1029","1029","0000","신도신월1차","80.1900","202201","21","76,800","-","4","-","-","2004","신월로20길 33","-","중개거래","서울 양천구","-"
"7095","경기도 고양시 일산서구 일산동","1058","1058","0000","후곡마을(롯데)","84.6300","202201","21","75,000","-","13","-","-","1994","후곡로 10","-","중개거래","경기 고양일산서구","-"
"7096","경기도 고양시 일산동구 백석동","1187","1187","0000","백송마을(삼부)","84.9900","202201","21","56,000","-","10","-","-","1993","강촌로 146","-","중개거래","경기 고양일산동구","-"
"7097","경기도 고양시 일산동구 백석동","1135","1135","0000","백송마을(대우)","84.7680","202201","21","57,000","-","2","-","-","1994","강촌로 192","-","중개거래","경기 고양일산동구","-"
"7098","충청남도 천안시 서북구 입장면 하장리","84","0084","0000","연합초원","59.4900","202201","21","7,550","-","3","-","-","1996","입장로 121","-","직거래","-","-"
"7099","경기도 고양시 일산동구 마두동","732","0732","0000","백마마을(한양)","41.1300","202201","21","29,900","-","10","-","-","1995","일산로 206","-","중개거래","경기 고양일산동구","-"
"7100","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","59.9852","202201","21","26,400","-","7","-","-","2016","중산서로 19","-","중개거래","울산 북구","-"
"7101","경기도 고양시 일산동구 식사동","1487","1487","0000","위시티일산자이1단지","84.7861","202201","21","69,000","-","15","-","-","2010","위시티4로 80","-","중개거래","경기 고양일산동구","-"
"7102","울산광역시 북구 천곡동","410-1","0410","0001","쌍용아진그린4","59.9500","202201","21","16,500","-","6","-","-","1998","천곡남로 38","-","중개거래","울산 북구","-"
"7103","울산광역시 북구 천곡동","411","0411","0000","쌍용아진그린3","59.9520","202201","21","16,000","-","8","-","-","1996","아진로 115","20220425","중개거래","울산 북구","-"
"7104","울산광역시 북구 천곡동","411","0411","0000","쌍용아진그린3","59.9520","202201","21","16,000","-","8","-","-","1996","아진로 115","-","중개거래","울산 북구","-"
"7105","경기도 고양시 덕양구 행신동","783","0783","0000","소만마을(대명)7","59.0400","202201","21","40,000","-","14","-","-","1995","화신로 36","-","중개거래","경기 고양덕양구","-"
"7106","경기도 고양시 덕양구 행신동","697","0697","0000","무원마을(기산)","101.9100","202201","21","68,000","-","6","-","-","1994","무원로 41","-","중개거래","경기 고양덕양구","-"
"7107","경기도 고양시 덕양구 행신동","644-1","0644","0001","장미아파트(나동)","79.0600","202201","21","36,000","-","8","-","-","1991","행신로143번길 115","-","중개거래","경기 고양덕양구","-"
"7108","충청남도 공주시 옥룡동","56-5","0056","0005","대웅맨션","68.4000","202201","21","7,400","-","4","-","-","1986","월성산1길 19-2","-","중개거래","충남 공주시","-"
"7109","경기도 성남시 분당구 정자동","198","0198","0000","정든마을(2단지)(동아)","48.8400","202201","21","73,300","-","3","-","-","1995","불정로 179","-","중개거래","경기 성남분당구","-"
"7110","울산광역시 북구 명촌동","BL-85","0085","0000","울산강변효성해링턴플레이스(85블럭)","84.9083","202201","21","58,500","-","14","-","-","2018","명촌17길 36","-","직거래","-","-"
"7111","서울특별시 마포구 공덕동","457","0457","0000","공덕3삼성래미안","84.9800","202201","21","165,000","-","15","-","-","2004","마포대로7길 22","-","중개거래","서울 마포구","-"
"7112","울산광역시 북구 연암동","415","0415","0000","벽산늘푸른","70.5550","202201","21","26,900","-","9","-","-","1994","상방로 160","-","중개거래","울산 북구","-"
"7113","서울특별시 서대문구 홍은동","460","0460","0000","홍은동풍림아이원","84.9180","202201","21","78,000","-","11","-","-","2002","홍은중앙로 149","-","중개거래","서울 서대문구","-"
"7114","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","84.9570","202201","21","29,300","-","6","-","-","2007","염포로 459","-","직거래","-","-"
"7115","충청남도 공주시 신관동","5-7","0005","0007","대아아이투빌","84.9350","202201","21","27,500","-","14","-","-","2002","번영1로 194-7","-","중개거래","충남 공주시","-"
"7116","충청남도 공주시 신관동","5-7","0005","0007","대아아이투빌","84.9368","202201","21","24,700","-","6","-","-","2002","번영1로 194-7","-","중개거래","충남 공주시","-"
"7117","경기도 고양시 덕양구 도내동","983","0983","0000","도래울센트럴더포레","84.9700","202201","21","70,000","-","3","-","-","2014","도래울로 85","-","중개거래","경기 고양덕양구","-"
"7118","서울특별시 은평구 신사동","364","0364","0000","임탑(364)101동","45.6800","202201","21","25,000","-","8","-","-","2003","갈현로5길 25-11","-","중개거래","서울 은평구","-"
"7119","경기도 안산시 단원구 선부동","1078","1078","0000","군자주공12","44.9400","202201","21","36,900","-","14","-","-","1991","선부광장남로 113","-","중개거래","경기 안산단원구","-"
"7120","울산광역시 울주군 언양읍 동부리","498","0498","0000","신울산경남아너스빌","118.3019","202201","21","42,800","-","21","-","-","2010","북문11길 9","-","중개거래","울산 울주군","-"
"7121","경기도 안산시 단원구 선부동","1177","1177","0000","안산메트로타운푸르지오힐스테이트","59.8167","202201","21","50,000","-","5","-","-","2018","석수로 138","-","중개거래","경기 안산단원구","-"
"7122","울산광역시 울주군 언양읍 동부리","385-3","0385","0003","산정동부빌라트","84.9650","202201","21","15,400","-","2","-","-","1998","동부2길 45","-","직거래","-","-"
"7123","경기도 안산시 단원구 선부동","1081","1081","0000","산호한양","42.6150","202201","21","23,400","-","8","-","-","1993","달미로 10","-","중개거래","경기 안산단원구","-"
"7124","경기도 안산시 단원구 선부동","1085","1085","0000","공작한양(고층)","84.8800","202201","21","45,000","-","10","-","-","1992","선부로 166","-","중개거래","경기 안산단원구","-"
"7125","충청남도 보령시 동대동","349-11","0349","0011","해날마을","84.5448","202201","21","18,500","-","9","-","-","2003","한내로터리길 127","-","중개거래","충남 보령시","-"
"7126","울산광역시 울주군 범서읍 천상리","149","0149","0000","문수산아드리아","69.3539","202201","21","22,750","-","2","-","-","2016","대동1길 7","-","중개거래","울산 울주군","-"
"7127","울산광역시 울주군 범서읍 굴화리","743-2","0743","0002","문수산동원로얄듀크","99.9959","202201","21","78,000","-","9","-","-","2017","장검길 60","20220523","중개거래","울산 울주군","-"
"7128","울산광역시 울주군 범서읍 굴화리","743-2","0743","0002","문수산동원로얄듀크","99.9959","202201","21","78,000","-","9","-","-","2017","장검길 60","-","중개거래","울산 울주군","-"
"7129","울산광역시 울주군 범서읍 구영리","799-5","0799","0005","범서현대3차","68.8500","202201","21","16,000","-","13","-","-","1993","점촌4길 65","-","중개거래","울산 울주군","-"
"7130","서울특별시 중구 오장동","145-1","0145","0001","오렌지카운티을지로","14.3700","202201","21","25,000","-","14","-","-","2020","동호로33길 15","-","직거래","-","-"
"7131","충청남도 보령시 명천동","389","0389","0000","명천주공5","59.8000","202201","21","12,775","-","14","-","-","1998","주공로 65","-","중개거래","충남 보령시","-"
"7132","서울특별시 노원구 상계동","1078","1078","0000","현대2차","82.6800","202201","21","61,000","-","15","-","-","1993","동일로231길 86","20220215","중개거래","서울 노원구","-"
"7133","서울특별시 노원구 상계동","135","0135","0000","한신1차","45.4400","202201","21","41,500","-","15","-","-","1987","한글비석로46가길 16","-","중개거래","서울 노원구","-"
"7134","충청남도 보령시 명천동","389","0389","0000","명천주공5","59.8000","202201","21","12,775","-","14","-","-","1998","주공로 65","20220218","중개거래","충남 보령시","-"
"7135","경기도 동두천시 상패동","2-53","0002","0053","동남","59.8950","202201","21","8,000","-","8","-","-","1993","상패로 187","20220205","중개거래","경기 동두천시","-"
"7136","울산광역시 울주군 서생면 진하리","72-8","0072","0008","진하 해도지","84.9957","202201","21","18,000","-","2","-","-","2012","진하5길 32","-","직거래","-","-"
"7137","경기도 동두천시 생연동","464-9","0464","0009","우성아파트","84.9000","202201","21","13,000","-","14","-","-","1992","송터로 21","-","중개거래","경기 동두천시","-"
"7138","경기도 동두천시 생연동","163","0163","0000","생연주공아파트(1단지)","58.1400","202201","21","14,500","-","9","-","-","1996","중앙로 424","-","중개거래","경기 동두천시","-"
"7139","울산광역시 울주군 상북면 궁근정리","916-1","0916","0001","동호그린코아","59.4200","202201","21","6,000","-","4","-","-","1993","신기3길 6","-","직거래","-","-"
"7140","세종특별자치시  나성동","732","0732","0000","세종모닝시티2차","23.2849","202201","21","11,700","-","7","-","-","2016","한누리대로 311","-","중개거래","세종시","-"
"7141","경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202201","21","19,800","-","6","-","-","2011","안청로1길 12","-","중개거래","경기 평택시","-"
"7142","경기도 평택시 청북읍 옥길리","1104","1104","0000","부영사랑으로2단지","59.9605","202201","21","19,800","-","6","-","-","2011","청북남로 277","-","중개거래","경기 평택시","-"
"7143","세종특별자치시  다정동","964","0964","0000","가온마을4단지","84.9900","202201","21","86,500","-","14","-","-","2019","다정중앙로 19","-","중개거래","세종시","-"
"7144","세종특별자치시  종촌동","690","0690","0000","가재마을5단지","84.9424","202201","21","61,600","-","19","-","-","2014","도움1로 105","-","중개거래","세종시","-"
"7145","세종특별자치시  종촌동","690","0690","0000","가재마을5단지","84.9424","202201","21","61,000","-","4","-","-","2014","도움1로 105","-","중개거래","세종시","-"
"7146","경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","84.5344","202201","21","22,400","-","9","-","-","2005","팽성송화로 154","-","중개거래","경기 평택시","-"
"7147","경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","80.9879","202201","21","21,000","-","1","-","-","2005","팽성송화로 154","-","중개거래","경기 평택시","-"
"7148","경기도 평택시 팽성읍 안정리","100-98","0100","0098","진광무지개","59.9000","202201","21","8,900","-","3","-","-","1997","팽성대교길 17-8","-","중개거래","경기 평택시","-"
"7149","경기도 평택시 팽성읍 안정리","360","0360","0000","평택브라운스톤험프리스","146.4005","202201","21","51,100","-","10","-","-","2016","신흥북로49번길 27","-","중개거래","경기 평택시","-"
"7150","경기도 평택시 팽성읍 안정리","360","0360","0000","평택브라운스톤험프리스","146.4005","202201","21","46,500","-","3","-","-","2016","신흥북로49번길 27","-","중개거래","경기 평택시","-"
"7151","세종특별자치시  아름동","1279","1279","0000","푸르지오(8단지)","84.9837","202201","21","67,000","-","6","-","-","2013","달빛로 165","20220124","중개거래","세종시","-"
"7152","세종특별자치시  도담동","845","0845","0000","도램마을1단지(웅진스타클래스)","84.9800","202201","21","68,100","-","11","-","-","2014","다솜1로 140","-","중개거래","세종시","-"
"7153","세종특별자치시  도담동","845","0845","0000","도램마을1단지(웅진스타클래스)","84.9800","202201","21","68,200","-","21","-","-","2014","다솜1로 140","-","중개거래","세종시","-"
"7154","세종특별자치시  조치원읍 죽림리","92","0092","0000","신동아","59.7600","202201","21","19,400","-","13","-","-","1996","산막2길 7","-","중개거래","세종시","-"
"7155","세종특별자치시  조치원읍 죽림리","72","0072","0000","죽림우방유셀","84.7280","202201","21","40,000","-","5","-","-","2008","산막길 17","-","중개거래","세종시","-"
"7156","세종특별자치시  장군면 금암리","259-1","0259","0001","영조정보마을임대아파트","28.2616","202201","21","3,060","-","1","-","-","2002","대학길 118-1","-","중개거래","세종시","-"
"7157","경기도 평택시 소사동","697","0697","0000","평택효성해링턴플레이스2단지","72.6500","202201","21","43,000","-","24","-","-","2019","소사3로 22","-","중개거래","경기 평택시","-"
"7158","경기도 부천시 오정구 원종동","131","0131","0000","광성","38.8800","202201","21","24,000","-","5","-","-","1986","원종로9번길 72","-","중개거래","경기 부천시","-"
"7159","경기도 안양시 만안구 안양동","817-15","0817","0015","영화아이닉스","84.9560","202201","21","45,000","-","19","-","-","2003","만안로 368","-","중개거래","경기 안양만안구","-"
"7160","경기도 수원시 권선구 구운동","462","0462","0000","삼환","84.9000","202201","21","60,700","-","1","-","-","1992","수성로 47","-","중개거래","경기 수원권선구","-"
"7161","경기도 안양시 만안구 안양동","512-24","0512","0024","삼성아이파크","49.9000","202201","21","26,800","-","7","-","-","2015","안양로148번길 47","-","중개거래","경기 안양만안구","-"
"7162","대구광역시 동구 불로동","1160","1160","0000","에덴공항1","39.4200","202201","21","10,000","-","2","-","-","1988","팔공로29길 10","-","중개거래","대구 동구","-"
"7163","대구광역시 동구 신천동","621","0621","0000","신천역센트럴리버파크","84.8700","202201","21","48,500","-","5","-","-","2011","동부로 26","-","중개거래","대구 동구","-"
"7164","대구광역시 동구 신천동","551-23","0551","0023","신천가람타운","52.0200","202201","21","21,000","-","10","-","-","1997","신암로16길 33","-","중개거래","대구 동구 대구 북구","-"
"7165","대구광역시 동구 신서동","625-4","0625","0004","더뉴클래스","32.3033","202201","21","11,000","-","6","-","-","2012","안심로73길 12-4","-","중개거래","대구 동구","-"
"7166","대구광역시 동구 신서동","755","0755","0000","신서동롯데캐슬레전드","84.9140","202201","21","37,000","-","18","-","-","2007","안심로73길 22","-","중개거래","대구 동구","-"
"7167","대구광역시 동구 신암동","31","0031","0000","동서2차","51.6500","202201","21","10,000","-","5","-","-","1985","아양로39길 20","-","직거래","-","-"
"7168","대구광역시 남구 이천동","121-70","0121","0070","대구이천주공1","59.8100","202201","21","25,500","-","4","-","-","1999","명덕로68길 77","-","중개거래","대구 남구","-"
"7169","대구광역시 중구 남산동","2482-1","2482","0001","까치","33.0600","202201","21","13,300","-","15","-","-","1992","남산로7길 55","20220223","중개거래","대구 중구","-"
"7170","대구광역시 중구 교동","8","0008","0000","노마즈하우스","14.5980","202201","21","5,500","-","11","-","-","2014","공평로 105","-","중개거래","대구 중구","-"
"7171","대구광역시 중구 동인동4가","220","0220","0000","동인동삼정그린코아","107.9019","202201","21","50,000","-","5","-","-","2009","동덕로30길 53","-","중개거래","대구 중구","-"
"7172","충청북도 청주시 흥덕구 신봉동","528","0528","0000","주공","47.1000","202201","21","11,000","-","2","-","-","1986","1순환로501번길 15","-","중개거래","충북 청주서원구","-"
"7173","부산광역시 기장군 일광읍 이천리","764-4","0764","0004","정도한스빌","54.5620","202201","21","11,000","-","3","-","-","2014","이화로 23","-","중개거래","부산 해운대구","-"
"7174","대구광역시 북구 대현동","535","0535","0000","센트럴파크대현","51.4200","202201","21","27,000","-","11","-","-","2016","대현남로6길 20","-","중개거래","대구 북구 대구 수성구","-"
"7175","대구광역시 북구 대현동","535","0535","0000","센트럴파크대현","84.2600","202201","21","46,000","-","6","-","-","2016","대현남로6길 20","-","중개거래","대구 북구","-"
"7176","경기도 부천시 오정구 원종동","227-8","0227","0008","상우","51.8400","202201","21","29,000","-","1","-","-","1989","원종로36번길 11","-","중개거래","경기 부천시 오정구","-"
"7177","부산광역시 기장군 정관읍 용수리","1330","1330","0000","정관신도시계룡리슈빌","103.4100","202201","21","49,300","-","9","-","-","2008","정관로 513","-","중개거래","부산 기장군","-"
"7178","대구광역시 북구 검단동","887-8","0887","0008","유성청구","47.8500","202201","21","13,800","-","9","-","-","1992","검단로 115","-","중개거래","대구 북구","-"
"7179","대구광역시 북구 읍내동","1366-3","1366","0003","코스모스한양","84.9450","202201","21","22,000","-","3","-","-","1993","구암로21길 6","-","중개거래","대구 북구","-"
"7180","경기도 부천시 오정구 고강동","327-3","0327","0003","유호","47.7800","202201","21","20,000","-","5","-","-","1989","수주로 26","-","중개거래","경기 부천시 오정구, 서울 양천구","-"
"7181","경기도 부천시 오정구 고강동","391-1","0391","0001","진영","40.1700","202201","21","15,500","-","4","-","-","1987","역곡로490번길 93","-","중개거래","경기 부천시 오정구, 서울 양천구","-"
"7182","충청북도 청주시 서원구 개신동","506","0506","0000","청주","38.5200","202201","21","5,800","-","4","-","-","1990","신율로 71","-","중개거래","충북 청주흥덕구","-"
"7183","서울특별시 광진구 자양동","87-1","0087","0001","한강우성","84.7200","202201","21","151,000","-","20","-","-","1993","능동로1길 15","-","중개거래","서울 광진구","-"
"7184","부산광역시 기장군 정관읍 달산리","141-3","0141","0003","대우아파트","49.8600","202201","21","10,750","-","5","-","-","1994","정관로 750-8","-","중개거래","부산 기장군","-"
"7185","부산광역시 기장군 정관읍 달산리","1199","1199","0000","정관센트럴파크","59.8100","202201","21","24,500","-","12","-","-","2009","구연방곡로 10","-","중개거래","부산 기장군","-"
"7186","대구광역시 북구 동천동","872","0872","0000","보성서한타운","42.6800","202201","21","11,600","-","3","-","-","1995","팔거천동로 104","-","중개거래","대구 북구","-"
"7187","대구광역시 북구 동천동","914","0914","0000","부영그린타운(2단지)","59.8488","202201","21","24,000","-","18","-","-","2003","동천로24길 12","-","중개거래","대구 북구","-"
"7188","충청북도 청주시 흥덕구 옥산면 오산리","590-1","0590","0001","아트빌","39.9600","202201","21","5,500","-","10","-","-","1998","오송가락로 718","-","중개거래","충북 청주흥덕구","-"
"7189","부산광역시 기장군 정관읍 방곡리","378","0378","0000","부산정관지구이지더원5차아파트","68.4140","202201","21","27,000","-","7","-","-","2015","방곡로 29","-","중개거래","부산 기장군","-"
"7190","부산광역시 기장군 기장읍 청강리","144","0144","0000","우신네오빌","84.9888","202201","21","27,500","-","11","-","-","2003","청강로 76","-","중개거래","부산 기장군","-"
"7191","부산광역시 기장군 기장읍 청강리","333","0333","0000","청강주공","39.3000","202201","21","17,000","-","5","-","-","1990","청강로 6","-","직거래","-","-"
"7192","충청남도 아산시 탕정면 호산리","497","0497","0000","홍익","33.1500","202201","21","5,200","-","10","-","-","1999","선문로 385","20220203","중개거래","충남 아산시","-"
"7193","충청남도 아산시 탕정면 호산리","497","0497","0000","홍익","33.1500","202201","21","5,200","-","13","-","-","1999","선문로 385","-","중개거래","충남 아산시","-"
"7194","충청남도 아산시 음봉면 덕지리","580","0580","0000","더?레이크사이드","84.9546","202201","21","23,000","-","10","-","-","2006","음봉로 567","-","중개거래","충남 아산시","-"
"7195","충청남도 아산시 음봉면 덕지리","21-3","0021","0003","초원그린타운","39.2700","202201","21","4,300","-","10","-","-","1997","음봉로681번길 24","-","중개거래","충남 아산시","-"
"7196","충청남도 아산시 둔포면 둔포리","354-7","0354","0007","백남청솔","59.4000","202201","21","6,000","-","8","-","-","1996","둔포중앙로171번길 97","-","중개거래","충남 아산시","-"
"7197","충청남도 아산시 인주면 해암리","280-4","0280","0004","미진무지개","32.6100","202201","21","6,250","-","15","-","-","2000","현대로 862","-","직거래","-","-"
"7198","충청남도 아산시 신창면 읍내리","579-9","0579","0009","경희학성","29.5100","202201","21","4,200","-","10","-","-","1996","순천향로 49","-","중개거래","충남 아산시","-"
"7199","충청남도 아산시 신창면 행목리","498","0498","0000","아산신창양우내안애","35.1000","202201","21","7,000","-","12","-","-","2014","행목로 202","-","중개거래","충남 아산시","-"
"7200","충청남도 아산시 신창면 남성리","177-2","0177","0002","샘마을","39.2700","202201","21","4,800","-","8","-","-","2001","남성길 85","-","중개거래","충남 아산시","-"
"7201","충청남도 서산시 읍내동","55","0055","0000","서산읍내현대","84.9360","202201","21","25,000","-","14","-","-","2001","호수공원6로 19","-","중개거래","충남 서산시","-"
"7202","충청남도 서산시 동문동","71-1","0071","0001","동문동코아루","59.9620","202201","21","20,500","-","7","-","-","2007","고운로 275-14","-","중개거래","충남 서산시","-"
"7203","충청남도 서산시 석림동","962","0962","0000","서산센트럴코아루아파트","64.9504","202201","21","22,500","-","17","-","-","2019","한마음2로 22","-","직거래","-","-"
"7204","충청남도 서산시 석림동","958","0958","0000","서산석림동라온프라이빗","76.9930","202201","21","41,900","-","14","-","-","2018","석림1로 77","-","직거래","-","-"
"7205","충청남도 서산시 성연면 일람리","1089","1089","0000","서산테크노밸리고운라피네","84.6603","202201","21","27,000","-","13","-","-","2018","성연3로 57-30","-","중개거래","충남 서산시","-"
